freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
5760000000,0.000779697,0.000722542,0.000929401,0.00082718,0.001007757,0.000924311,0.000633063,0.000811034,0.000768725
5770000000,0.000788554,0.000724324,0.000917255,0.000824013,0.000990677,0.000905603,0.000645169,0.000790419,0.000775613
5780000000,0.000798588,0.000728069,0.000903289,0.000822446,0.000972987,0.000887089,0.00065682,0.000770299,0.000783769
5780000000,0.000809589,0.000733663,0.000887545,0.000822446,0.000954814,0.000868892,0.000667818,0.000750851,0.000793012
5790000000,0.000821341,0.00074097,0.000870094,0.000823961,0.000936298,0.000851132,0.000677994,0.000732249,0.000803149
5800000000,0.000833622,0.000749827,0.000851037,0.000826917,0.000917591,0.000833926,0.000687214,0.00071466,0.000813976
5810000000,0.000846216,0.000760049,0.000830509,0.000831219,0.000898857,0.000817386,0.000695376,0.000698247,0.000825288
5820000000,0.000858909,0.000771434,0.000808677,0.000836754,0.000880271,0.000801619,0.000702406,0.000683155,0.000836877
5820000000,0.000871502,0.000783765,0.000785742,0.000843392,0.000862011,0.000786723,0.00070826,0.000669515,0.000848541
5830000000,0.000883804,0.000796814,0.000761938,0.000850986,0.000844261,0.000772788,0.000712917,0.000657437,0.000860081
